Navigation type,Title,Is enabled,URL                                                                                                                                         ,Comment
People,"Ukrgenealogy (g,m,s)",1,https://ukrgenealogy.com.ua/search.php?keywords=%(given)s+%(middle)s+%(surname)s&submit=Пошук,

